SN,Name,Symbol,Status,Sector,Instrument,Email,Website
110,Valley Finance Limited,VFL,Delisted,Finance,Equity,info@valley.com.np,
111,Western Development Bank Limited,WDBL,Delisted,Development Banks,Equity,wdbldang@yahoo.com,http://www.wdbldang.com.np
112,Professional Bikas Bank Ltd.,PRBL,Delisted,Development Banks,Equity,info@prbl.com.np,
113,Gurans Life Insurance Company Ltd.,GLICL,Delisted,Life Insurance,Equity,admin@guranslife.com,
114,Country Development Bank Ltd.,CNDBL,Delisted,Development Banks,Equity,info@cdbank.com.np,http://www.cdbank.com.np
115,Purnima Bikas Bank Ltd.,PURBL,Delisted,Development Banks,Equity,shailesh@purnimabank.com,
116,Rara Bikas Bank Limited,RARA,Delisted,Development Banks,Equity,rdbl@ntc.net.np,
117,Hama Merchant & Finance Ltd.,HAMA,Delisted,Finance,Equity,info@hamafinance.com.np,
118,Bhargav Bikash Bank Ltd.,BHBL,Delisted,Development Banks,Equity,prjoshi@bhargavbank.com.np,
119,Bagmati Development Bank Ltd.,BGDBL,Delisted,Development Banks,Equity,bagmatibank@info.com,
120,Janata Bank Nepal Ltd.,JBNL,Delisted,Commercial Banks,Equity,bishwa.subedi@janatabank.com.np,http://www.janatabank.com.np
121,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,Delisted,Microfinance,Equity,slbsl2065@gmail.com,
122,Tourism Development Bank Limited,TDBL,Delisted,Development Banks,Equity,info@tdbl.com.np,http://www.tdbl.com.np
123,Gulmi Bikas Bank Ltd.,GULMI,Delisted,Development Banks,Equity,info@gulmi.com.np,
124,Kanchan Development Bank Limited,KADBL,Delisted,Development Banks,Equity,biruram@kanchanbank.com.np,
125,Nepal Consumer Development Bank Ltd.,NCDBL,Delisted,Development Banks,Equity,info@cndbl.com.np,
126,Pacific Development Bank Limited,PADBL,Delisted,Development Banks,Equity,info@pcific.com.np,
127,Metro Development Bank Limited,METRO,Delisted,Development Banks,Equity,info@metrodevbank.com.np,
128,Rising Development Bank Ltd.,RDBL,Delisted,Development Banks,Equity,info@risingbank.com,
129,Innovative Development Bank Ltd.,INDB,Delisted,Development Banks,Equity,info@indb.com,
130,Kakre Bihar Bikash Bank Ltd,KKBL,Delisted,Development Banks,Equity,info@kbbl.com,
131,Civil Bank Ltd,CBL,Delisted,Commercial Banks,Equity,hirakaji.basnet@civilbank.com.np,
132,Civic Development Bank Ltd,CIVIC,Delisted,Development Banks,Equity,civic@gmail.com,
133,Bright Development Bank Ltd,BRTBL,Delisted,Development Banks,Equity,bright@gmail.com,
134,International Development Bank Ltd,INDBL,Delisted,Development Banks,Equity,info@internationalbank.com.np,
135,Khandbari Development Bank Ltd,KHDBL,Delisted,Development Banks,Equity,info@khdbl.com,
136,Commerz and Trust Bank Nepal Ltd.,CTBNL,Delisted,Commercial Banks,Equity,info@ctbnl.com,http://www.ctbanknepal.com
137,Mega Bank Nepal Ltd.,MEGA,Delisted,Commercial Banks,Equity,nepse@megabank.com.np,
138,Jhimruk Bikas Bank Ltd.,JHBL,Delisted,Development Banks,Equity,info@jhimruk.com,
139,Mission Development Bank Ltd.,MIDBL,Delisted,Development Banks,Equity,bishnuzi@missionbanknepal.com.np,
140,Namaste Bittiya Sanstha Ltd.,NBSL,Delisted,Finance,Equity,info@nbsl.com.np,
141,Gaumukhee Bikas Bank Ltd.,GABL,Delisted,Development Banks,Equity,gaumukhi.bijuwar@gmail.com,
142,RMDC Laghubitta Bittiya Sanstha Ltd.,RMDC,Delisted,Microfinance,Equity,rmdc@rmdcnepal.com,http://www.rmdcnepalc.com
143,Hamro Bikas Bank Ltd.,HAMRO,Delisted,Development Banks,Equity,paras.kandel@hamrobank.com,http://www.hamrobank.com
144,Jebils Finance Ltd.,JEFL,Delisted,Finance,Equity,jln@jebils.com,http://www.jebil.com
145,Manaslu Bikas Bank Ltd.,MSBBL,Delisted,Development Banks,Equity,info@manaslu.com,
146,Naya Sarathi Laghubitta Bittiya Sanstha Limited,NSLB,Delisted,Microfinance,Equity,nimdilen@gmail.com,
147,Matribhumi Development Bank Ltd.,MTBL,Delisted,Development Banks,Equity,binodrajthapa@yahoo.com,
148,Nepal Community Development Bank Ltd.,NCDB,Delisted,Development Banks,Equity,bhakta.khadka@ncdbank.com,http://www.ncdbank.com
149,Cosmos Development Bank Ltd.,CSDBL,Delisted,Development Banks,Equity,info@cosmosbank.com.np,
150,NagBeli LaghuBitta Bikas Bank Ltd.,NBBL,Delisted,Microfinance,Equity,nagbeli.nagbeli@gmail.com,
151,Century Commercial Bank Ltd.,CCBL,Delisted,Commercial Banks,Equity,welcome@centurybank.com.np,
152,Mount Makalu Development Bank Ltd.,MMDBL,Delisted,Development Banks,Equity,info@mmdbank.com,
153,Ekata Bikas Bank Ltd.,EKBL,Delisted,Development Banks,Equity,info@ekatabank.com.np,http://www.ekatabank.com.np
154,Sahara Bikas Bank Ltd.,SHBL,Delisted,Development Banks,Equity,info@sahara.com,
155,Kalinchowk Development Bank Ltd.,KCDBL,Delisted,Development Banks,Equity,info@kdevbank.com,
156,Raptibheri Bikas Bank Ltd.,RBBBL,Delisted,Development Banks,Equity,raptibherimis@yahoo.com,
157,Bhaktapur Finance Co. Ltd.,BFCL,Delisted,Finance,Equity,info@bktfinance.com,
158,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,MSMBS,Delisted,Microfinance,Equity,mahilasahayatra@gmail.com,
159,Saptakoshi Development Bank Ltd.,SKDBL,Delisted,Development Banks,Equity,devi@skdbl.com.np,http://www.skdbl.com.np
160,Sajha Bikas Bank Ltd.,SAJHA,Delisted,Development Banks,Equity,info@sajhabank.com.np,http://www.sajhabank.com.np
161,Suryodaya Laghubitta Bittiya Sanstha Ltd.,SLBS,Delisted,Microfinance,Equity,suryodayalaghubitta@gmail.com,
162,Swadeshi Laghubitta Bittiya Sanstha Ltd.,SDESI,Delisted,Microfinance,Equity,audit@swadeshibank.com,
163,Arambha Microfinance Bittiya Sanstha Ltd.,AMFI,Delisted,Microfinance,Equity,aarambhamicrofinance@gmail.com,http://www.aarambhamf.com.np
164,Rairang Hydropower Development Company Ltd.,RRHP,Delisted,Hydro Power,Equity,sayikanepal@gmail.com,http://www.ridihydro.com.np
165,Sparsha Laghubitta Bittiya Sanstha Limited,SPARS,Delisted,Microfinance,Equity,info@sparshamicrofinance.com,www.sparshamicrofinance.com
166,Nepal Agro Laghubitta Bittiya Sanstha Limited,NAGRO,Delisted,Microfinance,Equity,operation@nepalagro.com.np,www.nepalagro.com.np
167,Adhikhola Laghubitta Bittiya Sanstha Limited,AKBSL,Delisted,Microfinance,Equity,adhikholalaghubitta@gmail.com,www.albs.com.np
168,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,GGBSL,Delisted,Microfinance,Equity,ghodighoda.mfi@gmail.com,www.ghodighoda.com.np
169,Tinau Mission Development Bank Limited,TMDBL,Delisted,Development Banks,Equity,reporting@tinaumissionbank.com,www.tinaumissionbank.com
170,Ajod Insurance Limited,AIL,Delisted,Non Life Insurance,Equity,info@ajodinsurance.com,www.ajodinsurance.com
171,Reliance Life Insurance Limited,RLI,Delisted,Life Insurance,Equity,info@relifeinsurance.com,www.relifeinsurance.com
172,General Insurance Company Nepal Ltd,GIC,Delisted,Non Life Insurance,Equity,ram@generalinsurance.com.np,www.gicnepal.com
173,Jyoti Life Insurance Company Limited,JLI,Delisted,Life Insurance,Equity,info@jyotilife.com,www.jyotilife.com
174,Union Life Insurance Company Limited,ULI,Delisted,Life Insurance,Equity,kapil@unionlife.com.np,www.unionlife.com.np
175,Rastra Utthan Laghubitta Sanstha Limited,RULB,Delisted,Microfinance,Equity,info@rulbsl.com.np,www.rulbsl.com.np
176,Adarsha Laghubitta Bittiya Sanstha Limited,ADLB,Delisted,Microfinance,Equity,adarshalbbs@gmail.com,www.adarshamicrofinance.com
177,Khaptad Laghubitta Bittiya Sanstha Limited,KLBS,Delisted,Microfinance,Equity,info@khaptadmfi.com.np,www.khaptadmfi.com.np
